title,genres,release_date,vote_average,popularity,year
Snow White: A Deadly Summer,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]",2012-03-16,4.8,0.653495,2012
Hidden Away,"[{""id"": 10749, ""name"": ""Romance""}, {""id"": 18, ""name"": ""Drama""}]",2014-10-03,7.6,1.233688,2014
My Last Day Without You,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",2011-06-11,5.7,0.153625,2011
Steppin: The Movie,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",2009-05-19,5.0,0.328498,2009
Doc Holliday's Revenge,"[{""id"": 37, ""name"": ""Western""}]",2014-06-01,3.2,0.4594,2014
Black Rock,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 27, ""name"": ""Horror""}]",2012-01-21,4.9,7.207051,2012
Truth or Dare,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 9648, ""name"": ""Mystery""}]",2012-08-05,5.7,6.679954,2012
The Pet,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",2006-05-17,5.3,1.284741,2006
Bang Bang Baby,"[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10402, ""name"": ""Music""}]",2014-09-08,6.6,0.973323,2014
Fear Clinic,"[{""id"": 27, ""name"": ""Horror""}]",2014-10-31,4.0,1.859965,2014
Zombie Hunter,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 28, ""name"": ""Action""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}]",2013-07-25,3.5,3.418372,2013
A Fine Step,"[{""id"": 18, ""name"": ""Drama""}]",2014-04-16,4.1,0.65434,2014
Charly,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 878, ""name"": ""Science Fiction""}]",1968-09-23,6.6,0.178689,1968
Banshee Chapter,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]",2013-08-26,5.7,7.310879,2013
Ask Me Anything,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]",2014-04-19,5.5,8.976128,2014
And Then Came Love,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",2007-01-01,5.0,0.280829,2007
Food Chains,"[{""id"": 99, ""name"": ""Documentary""}]",2014-04-26,7.4,0.795698,2014
On the Waterfront,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}]",1954-06-22,8.0,16.015599,1954
L!fe Happens,"[{""id"": 35, ""name"": ""Comedy""}]",2011-06-18,5.3,5.974156,2011
"4 Months, 3 Weeks and 2 Days","[{""id"": 18, ""name"": ""Drama""}]",2007-08-24,7.3,9.270133,2007
The Horror Network Vol. 1,"[{""id"": 27, ""name"": ""Horror""}]",2015-10-27,5.0,0.392658,2015
Hard Candy,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",2005-01-14,6.8,25.918007,2005
The Quiet,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",2005-09-12,6.1,4.0971,2005
Circumstance,"[{""id"": 18, ""name"": ""Drama""}]",2011-08-26,7.4,2.34239,2011
Fruitvale Station,"[{""id"": 18, ""name"": ""Drama""}]",2013-07-25,7.3,20.967146,2013
The Brass Teapot,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 53, ""name"": ""Thriller""}]",2012-09-08,5.8,10.639774,2012
Bambi,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10751, ""name"": ""Family""}]",1942-08-14,6.8,47.651878,1942
The Hammer,"[{""id"": 35, ""name"": ""Comedy""}]",2007-04-01,6.5,0.957022,2007
Latter Days,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",2003-07-10,6.7,5.424916,2003
Elza,"[{""id"": 18, ""name"": ""Drama""}]",2011-04-11,0.0,0.007254,2011
1982,"[{""id"": 18, ""name"": ""Drama""}]",2013-12-31,5.0,0.175885,2013
"For a Good Time, Call...","[{""id"": 35, ""name"": ""Comedy""}]",2012-08-31,5.8,14.238376,2012
Celeste & Jesse Forever,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",2012-08-03,6.4,9.436431,2012
Time Changer,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 878, ""name"": ""Science Fiction""}]",2002-10-25,5.2,0.339757,2002
London to Brighton,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",2006-12-01,6.5,3.060685,2006
American Hero,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 878, ""name"": ""Science Fiction""}]",2015-12-11,5.0,5.023091,2015
Windsor Drive,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 9648, ""name"": ""Mystery""}]",2015-06-26,2.0,0.504251,2015
A Separation,"[{""id"": 18, ""name"": ""Drama""}]",2011-03-15,7.7,12.049373,2011
Crying with Laughter,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",2009-06-01,7.0,0.108135,2009
Welcome to the Dollhouse,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",1995-05-24,6.9,5.870319,1995
Ruby in Paradise,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",1993-10-08,5.6,0.59424,1993
Raising Victor Vargas,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",2002-05-16,7.8,3.643662,2002
Pandora's Box,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 10749, ""name"": ""Romance""}]",1929-01-30,7.6,1.824184,1929
Harrison Montgomery,[],2008-01-01,0.0,0.006943,2008
Live-In Maid,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10769, ""name"": ""Foreign""}]",2004-09-21,7.8,0.038706,2004
Deterrence,"[{""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]",2000-03-10,6.1,2.171288,2000
The Mudge Boy,"[{""id"": 18, ""name"": ""Drama""}]",2003-01-17,7.3,5.292536,2003
The Young Unknowns,"[{""id"": 18, ""name"": ""Drama""}]",2000-03-12,0.0,0.004922,2000
Not Cool,"[{""id"": 35, ""name"": ""Comedy""}]",2014-09-23,3.7,1.186971,2014
Dead Snow,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 35, ""name"": ""Comedy""}]",2009-01-09,6.1,11.205726,2009
Saints and Soldiers,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}, {""id"": 10752, ""name"": ""War""}]",2003-09-11,6.6,6.003418,2003
Vessel,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 878, ""name"": ""Science Fiction""}]",2012-10-28,5.9,0.322553,2012
American Graffiti,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",1973-08-01,6.9,19.326115,1973
Iraq for Sale: The War Profiteers,"[{""id"": 99, ""name"": ""Documentary""}]",2006-01-01,8.0,1.517771,2006
Aqua Teen Hunger Force Colon Movie Film for Theaters,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 35, ""name"": ""Comedy""}]",2007-04-13,6.5,1.453146,2007
Safety Not Guaranteed,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 18, ""name"": ""Drama""}]",2012-06-08,6.8,25.186002,2012
Kevin Hart: Laugh at My Pain,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 99, ""name"": ""Documentary""}]",2011-09-09,7.7,5.498834,2011
Kill List,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}]",2011-09-02,6.0,12.203041,2011
The Innkeepers,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]",2011-12-01,5.4,14.386807,2011
The Conformist,"[{""id"": 18, ""name"": ""Drama""}]",1970-10-21,7.6,8.429295,1970
Interview with the Assassin,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",2002-05-09,5.6,0.471264,2002
Donkey Punch,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}]",2008-07-18,4.5,3.283886,2008
All the Boys Love Mandy Lane,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]",2008-02-15,5.7,12.284939,2008
Bled,"[{""id"": 27, ""name"": ""Horror""}]",2008-01-01,3.8,1.039149,2008
High Noon,"[{""id"": 37, ""name"": ""Western""}]",1952-03-27,7.6,18.644023,1952
Hoop Dreams,"[{""id"": 99, ""name"": ""Documentary""}]",1994-09-12,7.7,9.188431,1994
Rize,"[{""id"": 99, ""name"": ""Documentary""}]",2005-01-15,5.9,1.623769,2005
L.I.E.,"[{""id"": 18, ""name"": ""Drama""}]",2001-01-20,6.7,7.731064,2001
The Sisterhood of Night,"[{""id"": 9648, ""name"": ""Mystery""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",2015-04-10,6.5,2.868942,2015
B-Girl,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10402, ""name"": ""Music""}]",2009-07-29,5.5,0.631571,2009
Half Nelson,"[{""id"": 18, ""name"": ""Drama""}]",2006-08-11,6.5,12.378031,2006
Naturally Native,"[{""id"": 18, ""name"": ""Drama""}]",1999-10-08,0.0,0.578798,1999
Hav Plenty,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}]",1997-09-11,0.0,0.003142,1997
Adulterers,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}]",2016-01-05,5.2,1.471139,2016
Escape from Tomorrow,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 14, ""name"": ""Fantasy""}]",2013-10-11,4.8,1.352222,2013
Starsuckers,"[{""id"": 99, ""name"": ""Documentary""}, {""id"": 10769, ""name"": ""Foreign""}]",2009-09-30,6.2,0.429083,2009
The Hadza:  Last of the First,"[{""id"": 99, ""name"": ""Documentary""}]",2014-10-31,0.0,0.045648,2014
After,"[{""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]",2012-08-27,5.6,4.596157,2012
Treachery,"[{""id"": 18, ""name"": ""Drama""}]",2013-05-16,4.8,0.283059,2013
Walter,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}]",2015-03-13,5.3,2.659006,2015
Top Hat,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10402, ""name"": ""Music""}, {""id"": 10749, ""name"": ""Romance""}]",1935-09-06,7.4,3.898498,1935
The Blair Witch Project,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 9648, ""name"": ""Mystery""}]",1999-07-14,6.3,41.690578,1999
Woodstock,"[{""id"": 36, ""name"": ""History""}, {""id"": 99, ""name"": ""Documentary""}, {""id"": 10402, ""name"": ""Music""}]",1970-03-26,7.1,3.409764,1970
The Kentucky Fried Movie,"[{""id"": 35, ""name"": ""Comedy""}]",1977-08-10,6.4,10.861167,1977
Mercy Streets,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}]",2000-10-31,5.5,0.099902,2000
Carousel of Revenge,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 9648, ""name"": ""Mystery""}]",2007-07-20,0.0,0.006069,2007
Broken Vessels,"[{""id"": 18, ""name"": ""Drama""}]",1998-04-18,6.0,0.069277,1998
Water & Power,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}]",2014-05-02,3.0,0.350557,2014
They Will Have to Kill Us First,"[{""id"": 10402, ""name"": ""Music""}, {""id"": 99, ""name"": ""Documentary""}]",2015-10-13,5.0,0.071349,2015
Light from the Darkroom,[],2014-01-01,0.0,0.012942,2014
The Country Doctor,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}]",2016-03-23,6.0,2.651304,2016
The Maid's Room,"[{""id"": 53, ""name"": ""Thriller""}]",2014-08-08,4.8,1.501688,2014
A Hard Day's Night,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10402, ""name"": ""Music""}]",1964-07-06,7.3,10.730056,1964
The Harvest (La Cosecha),"[{""id"": 99, ""name"": ""Documentary""}]",2011-07-29,0.0,0.010909,2011
Love Letters,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",1983-04-01,4.6,0.001586,1983
Juliet and Alfa Romeo,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",2015-09-17,6.0,0.061248,2015
Fireproof,"[{""id"": 18, ""name"": ""Drama""}]",2008-09-26,7.0,6.093989,2008
Faith Connections,"[{""id"": 99, ""name"": ""Documentary""}, {""id"": 18, ""name"": ""Drama""}]",2013-11-21,4.2,0.48088,2013
Benji,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 10749, ""name"": ""Romance""}]",1974-10-17,6.1,2.651418,1974
Open Water,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",2004-08-06,5.4,15.611857,2004
High Road,"[{""id"": 35, ""name"": ""Comedy""}]",2012-03-06,5.8,1.292948,2012
Kingdom of the Spiders,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 878, ""name"": ""Science Fiction""}]",1977-08-24,5.7,2.537032,1977
Mad Hot Ballroom,"[{""id"": 99, ""name"": ""Documentary""}, {""id"": 10751, ""name"": ""Family""}]",2005-05-13,7.2,0.772668,2005
The Station Agent,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}]",2003-01-26,7.4,11.578545,2003
To Save A Life,"[{""id"": 18, ""name"": ""Drama""}]",2009-11-05,6.2,0.05021,2009
Wordplay,"[{""id"": 99, ""name"": ""Documentary""}]",2006-06-26,7.3,0.906096,2006
Beyond the Mat,"[{""id"": 99, ""name"": ""Documentary""}]",1999-10-22,7.8,2.778633,1999
The Singles Ward,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 10749, ""name"": ""Romance""}]",2002-01-30,7.5,0.920591,2002
Osama,"[{""id"": 18, ""name"": ""Drama""}]",2003-05-20,6.3,1.447734,2003
Sholem Aleichem: Laughing In The Darkness,"[{""id"": 99, ""name"": ""Documentary""}]",2012-02-24,7.0,0.109579,2012
Groove,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10402, ""name"": ""Music""}, {""id"": 10749, ""name"": ""Romance""}]",2000-06-08,5.6,1.09454,2000
The R.M.,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 10751, ""name"": ""Family""}]",2003-01-31,4.8,0.082978,2003
Twin Falls Idaho,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",1999-07-30,7.0,0.619136,1999
Mean Creek,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}]",2004-01-15,6.9,8.519202,2004
Hurricane Streets,"[{""id"": 10749, ""name"": ""Romance""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}]",1997-01-21,4.8,0.36447,1997
Never Again,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",2002-07-12,4.0,0.039077,2002
Civil Brand,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",2003-08-29,5.3,0.665512,2003
Lonesome Jim,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",2005-11-16,6.4,3.433625,2005
Drinking Buddies,"[{""id"": 10749, ""name"": ""Romance""}, {""id"": 18, ""name"": ""Drama""}]",2013-08-23,6.0,17.378455,2013
Deceptive Practice: The Mysteries and Mentors of Ricky Jay,"[{""id"": 99, ""name"": ""Documentary""}]",2012-10-04,7.1,0.425195,2012
Seven Samurai,"[{""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}]",1954-04-26,8.2,39.756748,1954
The Other Dream Team,"[{""id"": 99, ""name"": ""Documentary""}]",2012-09-28,6.9,0.388401,2012
Johnny Suede,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",1991-08-18,4.7,1.354816,1991
Finishing The Game,"[{""id"": 35, ""name"": ""Comedy""}]",2007-01-21,4.9,0.459625,2007
Rubber,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 9648, ""name"": ""Mystery""}]",2010-07-09,5.7,9.108949,2010
Kiss the Bride,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",2007-01-01,4.2,1.65426,2007
The Slaughter Rule,"[{""id"": 18, ""name"": ""Drama""}]",2002-01-01,6.2,1.390909,2002
Monsters,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 878, ""name"": ""Science Fiction""}]",2010-06-18,6.2,26.406001,2010
The Californians,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}]",2005-10-21,4.0,0.218736,2005
The Living Wake,"[{""id"": 35, ""name"": ""Comedy""}]",2007-01-01,5.0,0.383442,2007
Detention of the Dead,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 27, ""name"": ""Horror""}]",2012-04-27,4.5,2.391847,2012
Crazy Stone,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}]",2006-01-01,6.9,1.68502,2006
Scott Walker: 30 Century Man,"[{""id"": 99, ""name"": ""Documentary""}, {""id"": 10402, ""name"": ""Music""}]",2006-10-31,7.0,0.607782,2006
Everything Put Together,"[{""id"": 18, ""name"": ""Drama""}]",2001-11-02,5.0,0.046903,2001
Good Kill,"[{""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",2015-04-09,5.9,10.924273,2015
The Outrageous Sophie Tucker,[],2014-05-02,0.0,0.021419,2014
Now Is Good,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",2012-05-25,7.3,14.142073,2012
Girls Gone Dead,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 35, ""name"": ""Comedy""}]",2012-03-28,3.5,1.600171,2012
Subconscious,"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 9648, ""name"": ""Mystery""}]",2015-03-10,3.4,0.397323,2015
Enter Nowhere,"[{""id"": 9648, ""name"": ""Mystery""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}]",2011-10-22,6.5,3.637857,2011
El Rey de Najayo,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}]",2012-03-01,0.0,0.080105,2012
Fight to the Finish,"[{""id"": 10749, ""name"": ""Romance""}, {""id"": 28, ""name"": ""Action""}]",2016-02-02,5.2,0.251828,2016
Alleluia! The Devil's Carnival,"[{""id"": 10402, ""name"": ""Music""}, {""id"": 27, ""name"": ""Horror""}]",2016-03-29,6.0,0.674398,2016
The Sound and the Shadow,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 9648, ""name"": ""Mystery""}]",2014-10-19,0.0,0.072359,2014
Rodeo Girl,"[{""id"": 10751, ""name"": ""Family""}]",2016-01-05,5.5,0.087574,2016
Born to Fly: Elizabeth Streb vs. Gravity,"[{""id"": 99, ""name"": ""Documentary""}]",2014-03-08,5.0,0.069244,2014
The Little Ponderosa Zoo,[],2014-09-11,2.0,0.073079,2014
The Toxic Avenger,"[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 27, ""name"": ""Horror""}]",1984-05-01,6.3,6.672008,1984
Straight Out of Brooklyn,"[{""id"": 18, ""name"": ""Drama""}]",1991-06-13,4.3,0.161517,1991
Bloody Sunday,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}]",2002-01-16,7.2,7.330691,2002
Diamond Ruff,[],2015-01-01,2.4,0.165257,2015
Conversations with Other Women,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",2006-06-07,6.2,4.442355,2006
Poultrygeist: Night of the Chicken Dead,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 35, ""name"": ""Comedy""}]",2006-12-26,5.9,3.905877,2006
Mutual Friends,[],2014-04-15,0.0,0.136721,2014
42nd Street,"[{""id"": 10402, ""name"": ""Music""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",1933-02-02,6.1,1.933366,1933
Rise of the Entrepreneur: The Search for a Better Way,[],2014-11-20,8.0,0.052942,2014
Metropolitan,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",1990-08-03,7.0,1.014966,1990
As It Is in Heaven,"[{""id"": 10749, ""name"": ""Romance""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10402, ""name"": ""Music""}]",2004-09-03,6.9,4.321249,2004
Roadside,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 18, ""name"": ""Drama""}]",2013-03-01,4.2,0.160234,2013
Napoleon Dynamite,"[{""id"": 35, ""name"": ""Comedy""}]",2004-06-11,6.7,23.603514,2004
Blue Ruin,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}]",2014-04-25,6.9,25.349758,2014
Paranormal Activity,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 9648, ""name"": ""Mystery""}]",2007-09-14,5.9,47.456823,2007
Dogtown and Z-Boys,"[{""id"": 99, ""name"": ""Documentary""}]",2001-01-18,7.2,3.291609,2001
Monty Python and the Holy Grail,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 14, ""name"": ""Fantasy""}]",1975-03-13,7.8,64.782984,1975
Quinceañera,"[{""id"": 18, ""name"": ""Drama""}]",2006-06-05,7.0,0.034135,2006
Gory Gory Hallelujah,[],2003-11-05,1.0,0.033883,2003
Tarnation,"[{""id"": 99, ""name"": ""Documentary""}, {""id"": 18, ""name"": ""Drama""}]",2003-10-19,7.5,1.063439,2003
I Want Your Money,"[{""id"": 99, ""name"": ""Documentary""}]",2010-07-06,3.8,0.084344,2010
Love in the Time of Monsters,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 35, ""name"": ""Comedy""}]",2014-03-08,5.0,0.133619,2014
The Beyond,"[{""id"": 27, ""name"": ""Horror""}]",1981-04-22,6.6,8.022122,1981
What Happens in Vegas,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",2008-05-07,5.8,38.100488,2008
The Dark Hours,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}]",2005-03-11,5.5,1.428483,2005
My Beautiful Laundrette,"[{""id"": 10749, ""name"": ""Romance""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}]",1985-09-07,6.6,3.703005,1985
Fabled,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]",2002-01-01,0.0,0.003352,2002
Show Me,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",2004-09-23,5.6,0.231297,2004
Cries and Whispers,"[{""id"": 18, ""name"": ""Drama""}]",1972-12-21,7.8,11.347855,1972
Intolerance,"[{""id"": 18, ""name"": ""Drama""}]",1916-09-04,7.4,3.232447,1916
Trekkies,"[{""id"": 99, ""name"": ""Documentary""}]",1997-10-18,6.3,2.77754,1997
The Broadway Melody,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10402, ""name"": ""Music""}, {""id"": 10749, ""name"": ""Romance""}]",1929-02-08,5.0,0.968865,1929
The Evil Dead,"[{""id"": 27, ""name"": ""Horror""}]",1981-10-15,7.3,35.037625,1981
Maniac,"[{""id"": 27, ""name"": ""Horror""}]",2012-12-26,6.0,19.331884,2012
Censored Voices,"[{""id"": 36, ""name"": ""History""}, {""id"": 99, ""name"": ""Documentary""}]",2015-01-24,5.1,0.59458,2015
Murderball,"[{""id"": 99, ""name"": ""Documentary""}]",2005-07-22,6.9,1.085909,2005
American Ninja 2: The Confrontation,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}]",1987-05-01,4.9,5.061107,1987
51 Birch Street,"[{""id"": 99, ""name"": ""Documentary""}]",2006-10-18,6.8,0.049921,2006
Rotor DR1,"[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 10751, ""name"": ""Family""}]",2015-10-20,4.7,0.249561,2015
12 Angry Men,"[{""id"": 18, ""name"": ""Drama""}]",1957-03-25,8.2,59.259204,1957
My Dog Tulip,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",2009-01-01,7.6,1.170257,2009
It Happened One Night,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",1934-02-22,7.7,11.871424,1934
Dogtooth,"[{""id"": 18, ""name"": ""Drama""}]",2009-06-01,6.9,28.858238,2009
Tupac: Resurrection,"[{""id"": 10402, ""name"": ""Music""}, {""id"": 99, ""name"": ""Documentary""}]",2003-01-23,8.0,1.314576,2003
