title,genres,release_date,vote_average,popularity,year
Tumbleweeds,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",1999-11-28,6.2,1.505703,1999
The Prophecy,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]",1995-09-01,6.4,11.818333,1995
When the Cat's Away,"[{""id"": 35, ""name"": ""Comedy""}]",1996-04-03,6.1,1.410387,1996
Pieces of April,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",2003-01-19,6.4,4.270596,2003
The Big Swap,[],1998-06-11,0.0,0.627763,1998
Old Joy,"[{""id"": 18, ""name"": ""Drama""}]",2006-01-01,6.3,1.673208,2006
Wendy and Lucy,"[{""id"": 18, ""name"": ""Drama""}]",2008-05-22,6.4,0.713906,2008
3 Backyards,"[{""id"": 18, ""name"": ""Drama""}]",2010-01-01,4.8,0.17817,2010
Pierrot le Fou,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",1965-08-29,7.6,7.791898,1965
Sisters in Law,"[{""id"": 99, ""name"": ""Documentary""}]",2005-09-03,7.3,0.025211,2005
Ayurveda: Art of Being,"[{""id"": 99, ""name"": ""Documentary""}]",2001-09-20,5.5,0.055868,2001
Nothing But a Man,"[{""id"": 18, ""name"": ""Drama""}]",1964-01-01,7.0,0.008453,1964
"First Love, Last Rites","[{""id"": 18, ""name"": ""Drama""}]",1998-08-07,3.0,0.374291,1998
Fighting Tommy Riley,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}]",2005-05-06,5.3,0.045429,2005
Royal Kill,"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}]",2009-04-10,2.8,1.088501,2009
The Looking Glass,[],2015-10-23,7.0,0.062979,2015
Death Race 2000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 878, ""name"": ""Science Fiction""}]",1975-04-27,5.9,6.473667,1975
Locker 13,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",2014-03-29,6.8,1.905197,2014
Midnight Cabaret,"[{""id"": 27, ""name"": ""Horror""}]",1990-01-01,0.0,0.001389,1990
Anderson's Cross,"[{""id"": 10749, ""name"": ""Romance""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",2010-05-20,0.0,0.006323,2010
Bizarre,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",2015-02-07,6.2,0.583446,2015
Graduation Day,"[{""id"": 27, ""name"": ""Horror""}]",1981-05-01,5.0,1.452199,1981
Some Guy Who Kills People,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]",2011-04-14,5.7,2.733725,2011
Compliance,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}]",2012-08-23,6.3,8.942203,2012
Chasing Amy,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",1997-04-04,6.7,20.601483,1997
Lovely & Amazing,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",2001-08-31,6.3,1.45917,2001
Death Calls,[],2010-09-01,0.0,0.005883,2010
Better Luck Tomorrow,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}]",2002-01-12,6.5,3.877036,2002
The Incredibly True Adventure of Two Girls In Love,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",1995-06-16,5.7,1.70819,1995
Chuck & Buck,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",2000-01-21,5.7,0.812855,2000
American Desi,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",2001-01-01,5.0,0.126304,2001
Amidst the Devil's Wings,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}]",2014-12-01,0.0,0.018087,2014
Cube,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 9648, ""name"": ""Mystery""}]",1997-09-09,6.9,44.656151,1997
Love and Other Catastrophes,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",1996-08-01,5.8,0.619348,1996
I Married a Strange Person!,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 16, ""name"": ""Animation""}]",1998-08-28,7.5,0.293649,1998
November,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]",2004-07-22,4.9,5.742359,2004
Like Crazy,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",2011-10-28,6.4,21.825564,2011
Teeth and Blood,"[{""id"": 27, ""name"": ""Horror""}]",2015-03-10,3.0,0.055325,2015
Sugar Town,"[{""id"": 35, ""name"": ""Comedy""}]",1999-09-17,5.5,0.375423,1999
The Motel,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}]",2005-01-01,7.0,0.120505,2005
The Canyons,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 18, ""name"": ""Drama""}]",2013-07-29,4.1,6.978907,2013
On the Outs,"[{""id"": 18, ""name"": ""Drama""}]",2004-09-11,5.9,0.493223,2004
Shotgun Stories,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",2007-10-01,6.9,5.251143,2007
Exam,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 9648, ""name"": ""Mystery""}]",2009-06-19,6.6,20.265518,2009
The Sticky Fingers of Time,"[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 18, ""name"": ""Drama""}]",1997-06-06,4.8,0.130169,1997
Sunday School Musical,"[{""id"": 10402, ""name"": ""Music""}]",2008-10-21,5.5,0.46049,2008
Rust,"[{""id"": 18, ""name"": ""Drama""}]",2010-10-07,0.0,0.399491,2010
Ink,"[{""id"": 28, ""name"": ""Action""}, {""id"": 14, ""name"": ""Fantasy""}]",2009-01-23,6.4,5.217002,2009
The Christmas Bunny,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10751, ""name"": ""Family""}]",2010-11-28,5.7,0.065103,2010
Butterfly,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}]",1982-02-05,5.0,1.063615,1982
UnDivided,[],2013-02-01,0.0,0.010607,2013
The Frozen,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]",2012-10-10,4.2,1.084387,2012
Horse Camp,"[{""id"": 10751, ""name"": ""Family""}, {""id"": 18, ""name"": ""Drama""}]",2015-01-10,5.5,0.172299,2015
Give Me Shelter,"[{""id"": 99, ""name"": ""Documentary""}]",2014-06-24,0.0,0.278981,2014
The Big Parade,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 10752, ""name"": ""War""}]",1925-11-05,7.0,0.785744,1925
Little Big Top,"[{""id"": 35, ""name"": ""Comedy""}]",2006-01-01,10.0,0.0921,2006
Along the Roadside,"[{""id"": 10749, ""name"": ""Romance""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10402, ""name"": ""Music""}]",2013-02-28,7.7,0.166655,2013
Bronson,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}]",2008-10-09,6.9,18.450613,2008
Western Religion,"[{""id"": 37, ""name"": ""Western""}]",2015-10-09,0.0,0.58954,2015
Burn,"[{""id"": 10769, ""name"": ""Foreign""}, {""id"": 99, ""name"": ""Documentary""}]",2012-11-01,6.9,0.126676,2012
Urbania,"[{""id"": 10749, ""name"": ""Romance""}, {""id"": 18, ""name"": ""Drama""}]",2000-01-24,5.2,0.065155,2000
The Stewardesses,"[{""id"": 35, ""name"": ""Comedy""}]",1969-07-25,4.3,1.183892,1969
"The Beast from 20,000 Fathoms","[{""id"": 12, ""name"": ""Adventure""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 878, ""name"": ""Science Fiction""}]",1953-06-13,6.7,2.043661,1953
Mad Max,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 878, ""name"": ""Science Fiction""}]",1979-04-12,6.6,33.142185,1979
Swingers,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",1996-10-18,6.8,13.971674,1996
A Fistful of Dollars,"[{""id"": 37, ""name"": ""Western""}]",1964-09-12,7.6,38.771062,1964
She Done Him Wrong,"[{""id"": 35, ""name"": ""Comedy""}]",1933-02-09,5.1,0.622752,1933
Short Cut to Nirvana: Kumbh Mela,[],2004-05-11,0.0,0.004998,2004
The Grace Card,"[{""id"": 18, ""name"": ""Drama""}]",2011-02-25,6.5,0.616283,2011
Middle of Nowhere,"[{""id"": 18, ""name"": ""Drama""}]",2012-10-12,6.6,2.836537,2012
Three,"[{""id"": 10749, ""name"": ""Romance""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}]",2010-12-23,6.3,5.937602,2010
The Business of Fancydancing,"[{""id"": 10402, ""name"": ""Music""}, {""id"": 18, ""name"": ""Drama""}]",2002-01-14,8.0,0.06104,2002
Call + Response,"[{""id"": 99, ""name"": ""Documentary""}]",2008-10-10,8.0,0.062089,2008
Malevolence,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]",2004-09-10,4.9,1.077321,2004
Reality Show,[],2015-01-01,5.5,0.472123,2015
Super Hybrid,"[{""id"": 27, ""name"": ""Horror""}]",2010-01-01,4.6,4.009379,2010
Baghead,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 27, ""name"": ""Horror""}]",2008-01-21,5.8,3.299345,2008
American Beast,"[{""id"": 27, ""name"": ""Horror""}]",2014-10-21,0.0,0.018716,2014
The Case of the Grinning Cat,"[{""id"": 99, ""name"": ""Documentary""}]",2004-12-05,7.7,0.092562,2004
Ordet,"[{""id"": 18, ""name"": ""Drama""}]",1955-01-09,7.8,3.225189,1955
Good Dick,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",2008-10-03,6.1,1.948435,2008
The Man from Earth,"[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 18, ""name"": ""Drama""}]",2007-06-10,7.7,31.339015,2007
The Trials Of Darryl Hunt,"[{""id"": 99, ""name"": ""Documentary""}]",2007-06-15,6.8,0.15066,2007
Samantha: An American Girl Holiday,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10751, ""name"": ""Family""}]",2004-11-23,4.6,4.980585,2004
Yesterday Was a Lie,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}]",2008-01-01,6.0,0.145014,2008
Theresa Is a Mother,"[{""id"": 10402, ""name"": ""Music""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",2015-09-25,0.0,0.036532,2015
H.,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 878, ""name"": ""Science Fiction""}]",2014-08-28,6.5,1.045623,2014
Archaeology of a Woman,"[{""id"": 18, ""name"": ""Drama""}]",2014-09-12,0.0,0.254659,2014
Children of Heaven,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",1997-08-01,7.8,7.072118,1997
Weekend,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",2011-09-22,7.4,1.041254,2011
She's Gotta Have It,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",1986-08-08,6.1,6.722213,1986
Butterfly Girl,"[{""id"": 99, ""name"": ""Documentary""}]",2014-03-10,0.0,0.015189,2014
The World Is Mine,"[{""id"": 18, ""name"": ""Drama""}]",2015-06-05,0.0,0.327622,2015
Another Earth,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 878, ""name"": ""Science Fiction""}]",2011-07-22,6.8,25.402697,2011
Sweet Sweetback's Baadasssss Song,"[{""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",1971-04-23,4.6,0.132878,1971
Perfect Cowboy,"[{""id"": 18, ""name"": ""Drama""}]",2014-07-13,5.0,0.050978,2014
Tadpole,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",2002-11-01,5.5,8.570328,2002
Once,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10402, ""name"": ""Music""}, {""id"": 10749, ""name"": ""Romance""}]",2007-03-23,7.3,19.052179,2007
The Woman Chaser,"[{""id"": 18, ""name"": ""Drama""}]",1999-10-08,4.9,0.619979,1999
The Horse Boy,"[{""id"": 99, ""name"": ""Documentary""}]",2009-11-25,5.5,0.465404,2009
When the Lights Went Out,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 27, ""name"": ""Horror""}]",2012-01-31,5.8,2.805351,2012
Heroes of Dirt,"[{""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}]",2015-09-04,0.0,0.076647,2015
A Charlie Brown Christmas,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10770, ""name"": ""TV Movie""}]",1965-12-09,7.5,8.701183,1965
Antarctic Edge: 70° South,"[{""id"": 99, ""name"": ""Documentary""}]",2015-04-17,0.0,0.021392,2015
Aroused,"[{""id"": 99, ""name"": ""Documentary""}]",2013-02-20,7.2,2.557258,2013
Top Spin,"[{""id"": 99, ""name"": ""Documentary""}]",2014-11-15,6.8,0.523122,2014
Roger & Me,"[{""id"": 99, ""name"": ""Documentary""}, {""id"": 36, ""name"": ""History""}]",1989-09-01,7.4,3.284903,1989
An American in Hollywood,[],2014-07-18,0.0,0.015697,2014
Sound of My Voice,"[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}]",2011-01-22,6.3,6.192383,2011
The Blood of My Brother: A Story of Death in Iraq,[],2005-11-25,0.0,0.005256,2005
Your Sister's Sister,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}]",2011-09-11,6.5,12.833247,2011
A Dog's Breakfast,"[{""id"": 35, ""name"": ""Comedy""}]",2007-03-03,5.9,2.213889,2007
The Married Woman,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",1964-12-04,7.1,1.112792,1964
The Birth of a Nation,"[{""id"": 18, ""name"": ""Drama""}]",2016-09-09,6.5,9.452808,2016
The Work and The Story,"[{""id"": 35, ""name"": ""Comedy""}]",2003-01-01,0.0,0.002388,2003
Facing the Giants,"[{""id"": 18, ""name"": ""Drama""}]",2006-09-29,6.6,4.563698,2006
The Gallows,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]",2015-07-10,4.9,18.045782,2015
Eraserhead,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 878, ""name"": ""Science Fiction""}]",1977-03-19,7.5,20.399578,1977
Hollywood Shuffle,"[{""id"": 35, ""name"": ""Comedy""}]",1987-03-20,5.7,2.353483,1987
The Mighty,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",1998-10-23,7.1,5.497682,1998
Penitentiary,"[{""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}]",1979-12-01,4.9,0.001117,1979
The Lost Skeleton of Cadavra,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 878, ""name"": ""Science Fiction""}]",2001-09-12,6.5,1.680525,2001
Dude Where's My Dog?,"[{""id"": 10751, ""name"": ""Family""}]",2014-06-12,0.0,0.28397,2014
Cheap Thrills,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}]",2013-03-08,6.3,10.826253,2013
Indie Game: The Movie,"[{""id"": 99, ""name"": ""Documentary""}]",2012-05-18,7.4,7.676677,2012
Straightheads,"[{""id"": 53, ""name"": ""Thriller""}]",2007-04-27,5.2,8.302951,2007
Open Secret,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]",1948-02-14,7.0,0.186401,1948
Echo Dr.,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 878, ""name"": ""Science Fiction""}]",2013-11-08,5.0,0.053755,2013
The Night Visitor,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 27, ""name"": ""Horror""}]",1971-01-01,7.3,0.074005,1971
The Past Is a Grotesque Animal,"[{""id"": 99, ""name"": ""Documentary""}, {""id"": 10402, ""name"": ""Music""}]",2014-06-15,5.5,0.394575,2014
"Peace, Propaganda & the Promised Land","[{""id"": 99, ""name"": ""Documentary""}]",2005-01-28,6.4,0.020168,2005
Pi,"[{""id"": 9648, ""name"": ""Mystery""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",1998-07-10,7.1,27.788067,1998
"I Love You, Don't Touch Me!","[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",1997-01-21,6.0,0.020839,1997
20 Dates,"[{""id"": 10749, ""name"": ""Romance""}, {""id"": 35, ""name"": ""Comedy""}]",1998-01-01,3.7,0.408073,1998
Queen Crab,"[{""id"": 878, ""name"": ""Science Fiction""}]",2015-09-29,3.3,0.140989,2015
Super Size Me,"[{""id"": 99, ""name"": ""Documentary""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",2004-01-17,6.6,10.400603,2004
The FP,"[{""id"": 35, ""name"": ""Comedy""}]",2011-03-13,4.5,0.838957,2011
Happy Christmas,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",2014-06-26,5.2,7.052422,2014
The Brain That Wouldn't Die,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 878, ""name"": ""Science Fiction""}]",1962-02-25,4.4,2.407048,1962
Tiger Orange,"[{""id"": 18, ""name"": ""Drama""}]",2014-07-26,6.4,0.176377,2014
Supporting Characters,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}]",2012-01-23,6.7,0.620554,2012
Absentia,"[{""id"": 9648, ""name"": ""Mystery""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]",2011-03-03,5.8,6.328665,2011
The Brothers McMullen,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",1995-08-09,6.3,1.578903,1995
The Dirties,"[{""id"": 18, ""name"": ""Drama""}]",2013-10-04,6.0,0.833937,2013
Gabriela,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",1983-03-24,6.0,0.557602,1983
Tiny Furniture,"[{""id"": 10749, ""name"": ""Romance""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",2010-11-12,5.6,2.380332,2010
Hayride,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 27, ""name"": ""Horror""}]",2012-10-13,5.1,0.412342,2012
The Naked Ape,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",2006-09-16,5.0,0.077577,2006
Counting,"[{""id"": 99, ""name"": ""Documentary""}]",2015-02-09,8.3,0.293587,2015
The Call of Cthulhu,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 14, ""name"": ""Fantasy""}]",2005-01-01,6.9,1.777148,2005
Bending Steel,"[{""id"": 99, ""name"": ""Documentary""}]",2013-04-20,5.0,0.048726,2013
The Signal,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 878, ""name"": ""Science Fiction""}]",2014-03-15,5.8,27.662696,2014
The Image Revolution,"[{""id"": 99, ""name"": ""Documentary""}]",2013-11-21,5.7,0.54562,2013
This Is Martin Bonner,"[{""id"": 18, ""name"": ""Drama""}]",2013-06-28,6.6,0.76368,2013
A True Story,"[{""id"": 35, ""name"": ""Comedy""}]",2013-09-20,6.8,0.970351,2013
George Washington,"[{""id"": 18, ""name"": ""Drama""}]",2000-10-01,6.4,2.058834,2000
Smiling Fish & Goat On Fire,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",1999-09-16,7.0,0.00734,1999
Dawn of the Crescent Moon,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 878, ""name"": ""Science Fiction""}]",2014-04-05,2.0,0.049469,2014
Raymond Did It,"[{""id"": 27, ""name"": ""Horror""}]",2011-03-27,3.2,0.160779,2011
The Last Waltz,"[{""id"": 99, ""name"": ""Documentary""}, {""id"": 10402, ""name"": ""Music""}]",1978-05-01,7.9,3.277287,1978
"Run, Hide, Die","[{""id"": 53, ""name"": ""Thriller""}, {""id"": 27, ""name"": ""Horror""}]",2015-09-01,3.5,0.595809,2015
The Exploding Girl,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",2009-04-22,6.4,0.611081,2009
The Legend of God's Gun,"[{""id"": 28, ""name"": ""Action""}, {""id"": 37, ""name"": ""Western""}]",2007-07-08,0.0,0.003582,2007
Mutual Appreciation,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}]",2005-03-01,6.1,0.123068,2005
Her Cry: La Llorona Investigation,"[{""id"": 27, ""name"": ""Horror""}]",2013-04-19,0.0,0.056459,2013
Down Terrace,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}]",2009-09-01,6.3,1.330379,2009
Clerks,"[{""id"": 35, ""name"": ""Comedy""}]",1994-09-13,7.4,19.748658,1994
Pink Narcissus,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",1971-01-01,6.0,0.027811,1971
Funny Ha Ha,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}]",2002-09-20,6.3,0.362633,2002
In the Company of Men,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",1997-01-19,6.8,2.634007,1997
Manito,"[{""id"": 18, ""name"": ""Drama""}]",2002-01-15,5.5,0.039264,2002
Rampage,"[{""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}]",2009-08-14,6.0,7.101197,2009
Slacker,"[{""id"": 35, ""name"": ""Comedy""}]",1990-07-27,6.4,3.320622,1990
Dutch Kills,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}]",2015-10-02,0.0,0.038143,2015
Dry Spell,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",2013-02-14,6.0,0.048948,2013
Flywheel,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10751, ""name"": ""Family""}]",2003-01-01,6.8,1.048524,2003
Backmask,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 27, ""name"": ""Horror""}]",2015-01-16,4.7,3.619167,2015
The Puffy Chair,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",2005-01-17,6.2,1.243955,2005
Stories of Our Lives,"[{""id"": 18, ""name"": ""Drama""}]",2014-09-05,0.0,0.327794,2014
Breaking Upwards,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",2009-03-14,5.6,0.67457,2009
